Title,URL,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 3 First Name,Author 3 Last Name,Author 4 First Name,Author 4 Last Name,Author 5 First Name,Author 5 Last Name,Author 6 First Name,Author 6 Last Name,Author 7 First Name,Author 7 Last Name,Author 8 First Name,Author 8 Last Name,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation,Author 9 First Name,Author 9 Last Name,Author 10 First Name,Author 10 Last Name,Author 11 First Name,Author 11 Last Name,Author 12 First Name,Author 12 Last Name,Author 13 First Name,Author 13 Last Name,Author 14 First Name,Author 14 Last Name,Collective Author 1,Collective Author 2,Author 5 Affiliation,Author 6 Affiliation,Author 7 Affiliation,Author 8 Affiliation,Author 9 Affiliation,Author 10 Affiliation,Author 11 Affiliation,Author 12 Affiliation,Author 13 Affiliation,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 16 First Name,Author 16 Last Name,Author 17 First Name,Author 17 Last Name,Author 18 First Name,Author 18 Last Name,Author 19 First Name,Author 19 Last Name,Author 20 First Name,Author 20 Last Name,Author 21 First Name,Author 21 Last Name,Author 22 First Name,Author 22 Last Name,Author 15 Affiliation,Author 16 Affiliation,Author 17 Affiliation,Author 23 First Name,Author 23 Last Name,Author 24 First Name,Author 24 Last Name,Author 25 First Name,Author 25 Last Name,Author 26 First Name,Author 26 Last Name,Author 27 First Name,Author 27 Last Name,Author 28 First Name,Author 28 Last Name,Author 29 First Name,Author 29 Last Name,Author 30 First Name,Author 30 Last Name,Author 31 First Name,Author 31 Last Name,Author 32 First Name,Author 32 Last Name,Author 33 First Name,Author 33 Last Name,Author 18 Affiliation,Author 19 Affiliation,Author 20 Affiliation,Author 21 Affiliation,Author 22 Affiliation,Author 23 Affiliation
patients' utilities for cancer treatments: a study of the chained procedure for the standard gamble and time tradeoff,https://pubmed.ncbi.nlm.nih.gov/10372581/,XX,XX,1998,Medical decision making : an international journal of the Society for Medical Decision Making,18,4,0272-989X,S J,Jansen,"Department of Medical Decision Making, Leiden University Medical Center, The Netherlands.",A M,Stiggelbout,P P,Wakker,T P,Vliet Vlieland,J W,Leer,M A,Nooy,J,Kievit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prophylactic axillary radiotherapy for breast cancer,https://pubmed.ncbi.nlm.nih.gov/26044178/,01,06,2015,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,19,4,1769-6658,S,Rivera,"Département d'oncologie radiothérapie, institut Gustave-Roussy, 114, rue Édouard-Vaillant, 94800 Villejuif, France. Electronic address: sofia.rivera@gustaveroussy.fr.",G,Louvel,E,Rivin Del Campo,A,Boros,H,Oueslati,É,Deutsch,,,,,"Département d'oncologie radiothérapie, institut Gustave-Roussy, 114, rue Édouard-Vaillant, 94800 Villejuif, France.","Département d'oncologie radiothérapie, institut Gustave-Roussy, 114, rue Édouard-Vaillant, 94800 Villejuif, France.","Département d'oncologie radiothérapie, institut Gustave-Roussy, 114, rue Édouard-Vaillant, 94800 Villejuif, France.",,,,,,,,,,,,,,,"Département d'oncologie radiothérapie, institut Gustave-Roussy, 114, rue Édouard-Vaillant, 94800 Villejuif, France.","Département d'oncologie radiothérapie, institut Gustave-Roussy, 114, rue Édouard-Vaillant, 94800 Villejuif, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment of squamous cell carcinoma of the penis by surgery and brachytherapy,https://pubmed.ncbi.nlm.nih.gov/8257038/,XX,XX,1993,Annales de dermatologie et de venereologie,120,5,0151-9638,A,Parneix-Spake,"Hôpital Edouard Herriot, Lyon.",Y,Sarret,J,Thivolet,M,Faure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radiation therapy without hormone therapy for women age 70 or above with low-risk early breast cancer: a microsimulation,https://pubmed.ncbi.nlm.nih.gov/31212043/,15,06,2019,"International journal of radiation oncology, biology, physics",105,2,1879-355X,Matthew C,Ward,"Levine Cancer Institute, Atrium Health, Charlotte, North Carolina.",Frank,Vicini,Manjeet,Chadha,Lori,Pierce,Abram,Recht,James,Hayman,Nikhil G,Thaker,Atif,Khan,"21st Century Oncology, Farmington Hills, Michigan.","Ichan School of Medicine at Mt. Sinai, New York City, New York.","University of Michigan, Ann Arbor, Michigan.",Martin,Keisch,Chirag,Shah,,,,,,,,,,,"Beth Israel Deaconess Medical Center, Boston, Massachusetts.","University of Michigan, Ann Arbor, Michigan.","Arizona Oncology, Tucson, Arizona.","Memorial Sloan Kettering Cancer Center, New York City, New York.","Cancer HealthCare Associates, Miami, Florida.","Taussig Cancer Institute, Cleveland Clinic, Cleveland, Ohio. Electronic address: shahc4@ccf.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organ sparing management in rectal cancer. are we there yet?,https://pubmed.ncbi.nlm.nih.gov/31355776/,XX,XX,2019,Annali italiani di chirurgia,90,,2239-253X,David,Andras,,Dana,Crisan,Lucretia,Avram,Alexandra,Caziuc,Vasile,Bintintan,Radu Tudor,Coman,Daniel,Portik,Bogdan,Ionescu,,,,Claudiu,Hopartan,Nicolae,Crisan,Dan,Eniu,Ioan,Coman,George,Dindelegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"surgery is cost-effective treatment for young patients with vestibular schwannomas: decision tree modeling of surgery, radiation, and observation",https://pubmed.ncbi.nlm.nih.gov/26218621/,XX,11,2014,Neurosurgical focus,37,5,1092-0684,Corinna C,Zygourakis,Departments of Neurological Surgery and.,Taemin,Oh,Matthew Z,Sun,Igor,Barani,James G,Kahn,Andrew T,Parsa,,,,,"Department of Neurological Surgery, Northwestern University, Chicago, Illinois.",Departments of Neurological Surgery and.,"Radiation Oncology, University of California at San Francisco;",,,,,,,,,,,,,,,"Department of Epidemiology and Biostatistics, Philip R Lee Institute for Health Policy Studies, University of California at San Francisco, California; and.","Department of Neurological Surgery, Northwestern University, Chicago, Illinois.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness analysis of intensity-modulated radiation therapy with normal and hypofractionated schemes for the treatment of localised prostate cancer,https://pubmed.ncbi.nlm.nih.gov/26782759/,19,01,2016,European journal of cancer care,27,1,1365-2354,A T,Zemplényi,"Institute for Health Insurance, University of Pécs, Mária u. 5-7., Pécs, Hungary.",Z,Kaló,G,Kovács,R,Farkas,T,Beöthe,D,Bányai,Z,Sebestyén,D,Endrei,"Department of Health Policy and Economics, Eötvös Loránd University, Pázmány Péter sétány 1/a., Budapest, Hungary.","Syreon Research Center, Thököly út 119., Budapest, Hungary.","Medical Center of the University of Pécs, Oncology Center, Édesanyák útja 17., Pécs, Hungary.",I,Boncz,L,Mangel,,,,,,,,,,,"Medical Center of the University of Pécs, Urology Clinic, Munkácsy M. u. 2., Pécs, Hungary.","Urology Clinic, Medical Center of the University of Pécs, Munkácsy M. u. 2., Pécs, Hungary.","Medical Center of the University of Pécs, Oncology Center, Édesanyák útja 17., Pécs, Hungary.","Institute for Health Insurance, University of Pécs, Mária u. 5-7., Pécs, Hungary.","Institute for Health Insurance, University of Pécs, Mária u. 5-7., Pécs, Hungary.","Medical Center of the University of Pécs, Oncology Center, Édesanyák útja 17., Pécs, Hungary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strategic level proton therapy patient admission planning: a markov decision process modeling approach,https://pubmed.ncbi.nlm.nih.gov/26810359/,25,01,2016,Health care management science,20,2,1386-9620,Ridvan,Gedik,"Mechanical and Industrial Engineering Department Tagliatela College of Engineering, University of New Haven, West Haven, CT, USA.",Shengfan,Zhang,Chase,Rainwater,,,,,,,,,,,"Department of Industrial Engineering, University of Arkansas, Fayetteville, AR, USA. shengfan@uark.edu.","Department of Industrial Engineering, University of Arkansas, Fayetteville, AR, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a decision model to estimate the cost-effectiveness of intensity modulated radiation therapy (imrt) compared to three dimensional conformal radiation therapy (3dcrt) in patients receiving radiotherapy to the prostate bed,https://pubmed.ncbi.nlm.nih.gov/24929702/,11,06,2014,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,112,2,1879-0887,Hannah E,Carter,"NHMRC Clinical Trials Centre, University of Sydney, Camperdown, Australia. Electronic address: hannah.carter@ctc.usyd.edu.au.",Andrew,Martin,Deborah,Schofield,Gillian,Duchesne,Annette,Haworth,Colin,Hornby,Mark,Sidhom,Michael,Jackson,"NHMRC Clinical Trials Centre, University of Sydney, Camperdown, Australia.","NHMRC Clinical Trials Centre, University of Sydney, Camperdown, Australia.","Sir Peter MacCallum Dept of Oncology, University of Melbourne, Australia.",,,,,,,,,,,,,,,"Sir Peter MacCallum Dept of Oncology, University of Melbourne, Australia; Dept Physical Sciences, Peter MacCallum Cancer Centre, Melbourne, Australia.","Division of Radiation Oncology, Peter MacCallum Cancer Centre, Australia.","Liverpool Cancer Therapy Centre, Australia.","Faculty of Medicine, University of New South Wales, Sydney, Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-utility of early breast cancer surveillance in survivors of thoracic radiation-treated adolescent hodgkin lymphoma,https://pubmed.ncbi.nlm.nih.gov/31070751/,01,01,2020,Journal of the National Cancer Institute,112,1,1460-2105,Jill,Furzer,"Institute for Health Policy, Management and Evaluation, University of Toronto, Toronto, Ontario, Canada.",Lauren,Tessier,David,Hodgson,Cecilia,Cotton,Paul C,Nathan,Sumit,Gupta,Petros,Pechlivanoglou,,,"Institute for Health Policy, Management and Evaluation, University of Toronto, Toronto, Ontario, Canada.","Radiation Medicine Program, Princess Margaret Cancer Centre, University of Toronto, Toronto, Ontario, Canada.","Department of Statistics and Actuarial Sciences, University of Waterloo, Waterloo, Ontario, Canada.",,,,,,,,,,,,,,,"Institute for Health Policy, Management and Evaluation, University of Toronto, Toronto, Ontario, Canada.","Institute for Health Policy, Management and Evaluation, University of Toronto, Toronto, Ontario, Canada.","Institute for Health Policy, Management and Evaluation, University of Toronto, Toronto, Ontario, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of intensity-modulated radiotherapy in prostate cancer,https://pubmed.ncbi.nlm.nih.gov/22705100/,15,06,2012,Clinical oncology (Royal College of Radiologists (Great Britain)),24,7,1433-2981,J H E,Yong,"St Michael's Hospital, Toronto, ON, Canada.",J,Beca,T,McGowan,K E,Bremner,P,Warde,J S,Hoch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"summary of the standards, options and recommendations for the management of patients with carcinoma of unknown primary site (2002)",https://pubmed.ncbi.nlm.nih.gov/12915904/,XX,08,2003,British journal of cancer,89 Suppl 1,,0007-0920,R,Bugat,"Institut Claudius Regaud, Toulouse, France.",A,Bataillard,T,Lesimple,J J,Voigt,S,Culine,A,Lortholary,Y,Merrouche,G,Ganem,,,,M C,Kaminsky,S,Negrier,M,Perol,C,Laforêt,P,Bedossa,G,Bertrand,FNCLCC,,,,,,,,,,,,J M,Coindre,K,Fizazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"prostate cancer: treatment-specific nomograms, biochemical recurrence, and prostate cancer-specific mortality",https://pubmed.ncbi.nlm.nih.gov/25330792/,21,10,2014,Nature reviews. Urology,11,12,1759-4820,Robert,Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incorporating margin status information in treatment decisions for women with ductal carcinoma in situ: a decision analysis,https://pubmed.ncbi.nlm.nih.gov/20848183/,17,09,2010,Breast cancer research and treatment,124,2,1573-7217,Shi-Yi,Wang,"Department of Health Policy and Management, University of Minnesota School of Public Health, 420 Delaware Street S.E. MMC 729, Minneapolis, MN 55455, USA. wang1018@umn.edu",Karen,Kuntz,Todd,Tuttle,Robert,Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the economic impact of 18fdg positron emission tomography in the surgical management of colorectal cancer with hepatic metastases,https://pubmed.ncbi.nlm.nih.gov/16114993/,XX,08,2005,Cancer biotherapy & radiopharmaceuticals,20,4,1084-9785,Jose M,Zubeldia,"School of Medicine and Biomedical Sciences, Department of Nuclear Medicine, University at Buffalo, State University of New York, Buffalo, New York 14214-3007, USA.",Edward M,Bednarczyk,John G,Baker,Hani A,Nabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a validated web-based nomogram for predicting positive surgical margins following breast-conserving surgery as a preoperative tool for clinical decision-making,https://pubmed.ncbi.nlm.nih.gov/23462681/,23,02,2013,"Breast (Edinburgh, Scotland)",22,5,1532-3080,Rick G,Pleijhuis,"Department of Surgery, University Medical Center Groningen, Groningen, The Netherlands.",Annemiek B G,Kwast,Liesbeth,Jansen,Jakob,de Vries,Rosanne,Lanting,Joost,Bart,Theo,Wiggers,Gooitzen M,van Dam,,,,Sabine,Siesling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
satisfaction with care among men with localised prostate cancer: a nationwide population-based study,https://pubmed.ncbi.nlm.nih.gov/31100227/,15,05,2018,European urology oncology,1,1,2588-9311,Oskar,Bergengren,"Department of Surgical Sciences, Uppsala University Hospital, Uppsala, Sweden. Electronic address: oskar.bergengren@akademiska.se.",Hans,Garmo,Ola,Bratt,Lars,Holmberg,Eva,Johansson,Anna,Bill-Axelson,,,,,"Regional Cancer Centre Uppsala Örebro, Uppsala University Hospital, Uppsala, Sweden.","Department of Urology, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden.","Department of Surgical Sciences, Uppsala University Hospital, Uppsala, Sweden.",,,,,,,,,,,,,,,"Department of Surgical Sciences, Uppsala University Hospital, Uppsala, Sweden.","Department of Surgical Sciences, Uppsala University Hospital, Uppsala, Sweden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radiotherapy is a cost-effective palliative treatment for patients with bone metastasis from prostate cancer,https://pubmed.ncbi.nlm.nih.gov/15590167/,01,12,2004,"International journal of radiation oncology, biology, physics",60,5,0360-3016,Andre,Konski,"Department of Radiation Oncology, Fox Chase Cancer Center, Philadelphia, PA 19111, USA. a_konski@fccc.edu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endoscopic ultrasound does not accurately assess pathologic stage of esophageal cancer after neoadjuvant chemoradiotherapy,https://pubmed.ncbi.nlm.nih.gov/10993609/,XX,09,2000,The American surgeon,66,9,0003-1348,B D,Beseth,"Department of Surgery, UCLA Medical Center, Los Angeles, California, USA.",R,Bedford,W H,Isacoff,E C,Holmes,R B,Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
estimation of an optimal radiotherapy utilization rate for melanoma: a review of the evidence,https://pubmed.ncbi.nlm.nih.gov/15022299/,15,03,2004,Cancer,100,6,0008-543X,Geoff,Delaney,"Collaboration for Cancer Outcomes Research and Evaluation (CCORE), Liverpool Hospital, Sydney, New South Wales, Australia. geoff.delaney@swsahs.nsw.gov.au",Michael,Barton,Susannah,Jacob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation of health-related quality of life in patients with prostate cancer after treatment with radical retropubic prostatectomy and permanent prostate brachytherapy,https://pubmed.ncbi.nlm.nih.gov/20606405/,02,07,2010,Urologia internationalis,85,2,1423-0399,Svetomir,Dragićević,"Institute of Urology and Nephrology, Clinical Center of Serbia, Belgrade, Serbia.",Tamara,Naumović,Ivan,Soldatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
death from high-risk prostate cancer versus cardiovascular mortality with hormonal therapy: a decision analysis,https://pubmed.ncbi.nlm.nih.gov/23400678/,07,02,2013,Cancer,119,10,1097-0142,Nataniel H,Lester-Coll,"Department of Internal Medicine, Yale University School of Medicine, New Haven, Connecticut, USA. nataniel.lester-coll@yale.edu",Samuel Z,Goldhaber,David J,Sher,Anthony V,D'Amico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost effectiveness of risk-prediction tools in selecting patients for immediate post-prostatectomy treatment,https://pubmed.ncbi.nlm.nih.gov/19351214/,XX,XX,2009,Molecular diagnosis & therapy,13,1,1177-1062,Valentina Bayer,Zubek,"Aureon Laboratories, Inc., Yonkers, New York 10701, USA. valentina.bayer@aureon.com",Andre,Konski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strategy of evidence based medicine for radiotherapy,https://pubmed.ncbi.nlm.nih.gov/16270016/,20,10,2005,Nihon Hoshasen Gijutsu Gakkai zasshi,61,10,0369-4305,Shinji,Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
longitudinal regret after treatment for low- and intermediate-risk prostate cancer,https://pubmed.ncbi.nlm.nih.gov/28678408/,05,07,2017,Cancer,123,21,1097-0142,Lauren M,Hurwitz,"Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.",Jennifer,Cullen,Daniel J,Kim,Sally,Elsamanoudi,Jane,Hudak,Maryellen,Colston,Judith,Travis,Huai-Ching,Kuo,"Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Department of Urology, Walter Reed National Military Medical Center, Bethesda, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.",Kevin R,Rice,Christopher R,Porter,Inger L,Rosner,,,,,,,,,"Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carcinomatous meningitis: the radiation therapist's point of view,https://pubmed.ncbi.nlm.nih.gov/26867467/,08,02,2016,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,20,1,1769-6658,S,Espenel,"Département de radiothérapie, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.",A,Vallard,J,Langrand-Escure,M,Ben Mrad,B,Méry,R,Rivoirard,G,Moriceau,J-B,Guy,"Département de radiothérapie, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département de radiothérapie, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département de radiothérapie, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.",J-C,Trone,C,Moncharmont,G,Wang,P,Diao,É,Bernichon,É,Chanal,,,"Département d'oncologie médicale, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département d'oncologie médicale, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département d'oncologie médicale, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département de radiothérapie, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département de radiothérapie, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département de radiothérapie, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département de radiothérapie, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département de radiothérapie, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département d'oncologie médicale, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département de radiothérapie, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.",P,Fournel,N,Magné,,,,,,,,,,,,,"Département d'oncologie médicale, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France.","Département de radiothérapie, institut de cancérologie Lucien-Neuwirth, 108 bis, avenue Albert-Raimond, BP 60008, 42271 Saint-Priest-en-Jarez cedex, France. Electronic address: nicolas.magne@icloire.fr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
management of hepatocellular cancer,https://pubmed.ncbi.nlm.nih.gov/16107245/,XX,09,2005,Current treatment options in oncology,6,5,1527-2729,Mary F,Mulcahy,"Department of Medicine, Division of Hematology/Oncology, Feinberg School of Medicine, Northwestern University, Robert H. Lurie Comprehensive Cancer Center, Chicago, IL 60611, USA. m-mulcahy@northwestern.edu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"summary report of the standards, options and recommendations for the management of patients with non-small-cell lung carcinoma (2000)",https://pubmed.ncbi.nlm.nih.gov/12915902/,XX,08,2003,British journal of cancer,89 Suppl 1,,0007-0920,A,Depierre,"Hôpital Jean Minjoz, Besançon, France.",J L,Lagrange,S,Theobald,P,Astoul,P,Baldeyrou,E,Bardet,B,Bazelly,J M,Bréchot,,,,J L,Breton,J Y,Douillard,M,Grivaux,P,Jacoulet,A,Khalil,E,Lemarié,FNCLCC,,,,,,,,,,,,Y,Martinet,G,Massard,B,Milleron,T,Molina,D,Moro-Sibilot,M,Paesmans,J L,Pujol,E,Quoix,,,,E,Ranfaing,A,Rivière,H,Sancho-Garnier,P J,Souquet,D,Spaeth,A,Stoebner-Delbarre,L,Thiberville,E,Touboul,F,Vaylet,J M,Vergnon,V,Westeel,,,,,,
current treatment trends and the need for better predictive tools in the management of ductal carcinoma in situ of the breast,https://pubmed.ncbi.nlm.nih.gov/28402908/,31,03,2017,Cancer treatment reviews,55,,1532-1967,Carlos,Martínez-Pérez,"Breast Cancer Now Edinburgh Research Team, Western General Hospital, University of Edinburgh, United Kingdom. Electronic address: carlos.martinez-perez@igmm.ed.ac.uk.",Arran K,Turnbull,Gregory E,Ekatah,Laura M,Arthur,Andrew H,Sims,Jeremy S,Thomas,J Michael,Dixon,,,"Breast Cancer Now Edinburgh Research Team, Western General Hospital, University of Edinburgh, United Kingdom.","Edinburgh Breast Unit, Western General Hospital, University of Edinburgh, United Kingdom.","Breast Cancer Now Edinburgh Research Team, Western General Hospital, University of Edinburgh, United Kingdom.",,,,,,,,,,,,,,,"Breast Cancer Now Edinburgh Research Team, Western General Hospital, University of Edinburgh, United Kingdom.","Department of Pathology, Western General Hospital, Edinburgh, United Kingdom.","Edinburgh Breast Unit, Western General Hospital, University of Edinburgh, United Kingdom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a nomogram based on pretreatment ct radiomics features for predicting complete response to chemoradiotherapy in patients with esophageal squamous cell cancer,https://pubmed.ncbi.nlm.nih.gov/33121507/,29,10,2020,"Radiation oncology (London, England)",15,1,1748-717X,He-San,Luo,"Department of Radiation Oncology, Nanfang Hospital, Southern Medical University, Guangzhou, 510515, Guangdong Province, China.",Shao-Fu,Huang,Hong-Yao,Xu,Xu-Yuan,Li,Sheng-Xi,Wu,De-Hua,Wu,,,,,"Department of Radiotherapy, Shantou Central Hospital, Shantou, Guangdong, China.","Department of Radiotherapy, Shantou Central Hospital, Shantou, Guangdong, China.","Department of Medical Oncology, Shantou Central Hospital, Shantou, Guangdong, China.",,,,,,,,,,,,,,,"Department of Radiotherapy, Shantou Central Hospital, Shantou, Guangdong, China.","Department of Radiation Oncology, Nanfang Hospital, Southern Medical University, Guangzhou, 510515, Guangdong Province, China. 18602062748@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patterns of practice survey for nonsmall cell lung carcinoma in the u.s,https://pubmed.ncbi.nlm.nih.gov/10717614/,15,03,2000,Cancer,88,6,0008-543X,H,Choy,"Center for Radiation Oncology, Vanderbilt University Medical Center, Nashville, Tennessee 37232-5671, USA.",Y,Shyr,A J,Cmelak,P J,Mohr,D H,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
primary surgery versus chemoradiation in the treatment of ib2 cervical carcinoma: a cost effectiveness analysis,https://pubmed.ncbi.nlm.nih.gov/17900674/,27,09,2007,Gynecologic oncology,107,3,1095-6859,Elizabeth L,Jewell,"Division of Gynecologic Oncology, Duke University Medical Center, Durham, North Carolina 27710, USA.",Shalini,Kulasingam,Evan R,Myers,Angeles,Alvarez Secord,Laura J,Havrilesky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment decision-making strategies and influences in patients with localized prostate carcinoma,https://pubmed.ncbi.nlm.nih.gov/16080181/,01,10,2005,Cancer,104,7,0008-543X,Clement K,Gwede,"Health Outcomes and Behavior Program, H. Lee Moffitt Cancer Center and Research Institute, University of South Florida, Tampa, Florida 33612, USA. gwede@moffitt.usf.edu",Julio,Pow-Sang,John,Seigne,Randy,Heysek,Mohamed,Helal,Kristin,Shade,Alan,Cantor,Paul B,Jacobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
